payment_id,account_id,payment_timestamp,payment_amount,payment_method,payment_status,source_system
PAY0000091,ACC000297,2026-07-04T17:43:05,1357.23,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000092,ACC000133,2026-02-28T02:00:56,649.56,DEBIT_CARD,FAILED,PAYMENTS_PLATFORM
PAY0000093,ACC000342,2026-04-30T14:27:22,196.91,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000094,ACC000078,2026-01-06T05:36:14,1369.57,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000095,ACC000056,2026-06-22T17:50:14,699.05,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000096,ACC000050,2026-02-18T19:26:20,138.54,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000097,ACC000193,2026-06-30T02:28:16,1145.74,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000098,ACC000301,2026-05-25T21:42:56,561.56,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000099,ACC000064,2026-01-28T20:30:47,1288.91,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000100,ACC000203,2026-03-23T01:13:37,936.65,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000101,ACC000221,2026-03-11T00:45:46,1860.7,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000102,ACC000192,2026-04-16T11:11:13,2257.49,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000103,ACC000007,2026-01-17T18:35:48,1385.04,DEBIT_CARD,FAILED,PAYMENTS_PLATFORM
PAY0000104,ACC000318,2026-01-22T12:09:51,1261.27,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000105,ACC000182,2026-01-05T15:40:57,1764.88,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000106,ACC000085,2026-06-08T19:32:30,904.0,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000107,ACC000194,2026-03-08T18:31:57,993.01,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000108,ACC000109,2026-03-26T20:22:13,416.97,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000109,ACC000035,2026-05-31T09:38:35,255.97,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000110,ACC000238,2026-07-06T05:41:52,1468.53,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000111,ACC000104,2026-03-24T12:16:16,2493.17,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000112,ACC000323,2026-05-04T06:47:55,685.7,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000113,ACC000370,2026-06-10T05:54:58,2069.06,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000114,ACC000280,2026-01-13T18:34:07,2488.08,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000115,ACC000088,2026-06-24T21:31:23,574.48,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000116,ACC000155,2026-02-28T19:15:11,2291.02,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000117,ACC000096,2026-06-09T01:38:33,251.9,ACH,PENDING,PAYMENTS_PLATFORM
PAY0000118,ACC000365,2026-04-25T12:10:09,1319.5,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000119,ACC000178,2026-04-08T15:32:44,1610.1,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000120,ACC000106,2026-04-27T13:41:11,132.61,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000121,ACC000243,2026-05-04T23:59:57,737.46,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000122,ACC000231,2026-06-15T12:00:24,2407.06,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000123,ACC000269,2026-03-06T05:31:28,744.7,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000124,ACC000262,2026-01-14T12:43:29,41.96,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000125,ACC000054,2026-06-07T04:58:46,844.17,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000126,ACC000282,2026-06-23T07:57:44,1006.02,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000127,ACC000184,2026-01-21T16:41:42,1930.99,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000128,ACC000359,2026-04-05T23:52:51,1818.21,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000129,ACC000082,2026-04-11T16:31:50,1372.42,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000130,ACC000134,2026-03-19T11:03:31,494.41,ACH,PENDING,PAYMENTS_PLATFORM
PAY0000131,ACC000304,2026-02-23T16:12:59,2084.36,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000132,ACC000006,2026-02-21T18:00:30,229.79,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000133,ACC000169,2026-03-23T19:55:36,739.18,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000134,ACC000154,2026-04-05T07:53:34,767.39,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000135,ACC000103,2026-02-17T18:12:15,1444.54,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000136,ACC000275,2026-01-23T17:58:04,404.98,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000137,ACC000139,2026-02-24T09:33:11,714.8,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000138,ACC000150,2026-05-21T09:35:27,448.07,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000139,ACC000081,2026-06-17T20:07:10,1231.9,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000140,ACC000316,2026-06-08T11:11:23,1999.65,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000141,ACC000273,2026-04-04T21:01:15,596.0,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000142,ACC000271,2026-04-26T22:59:14,1127.43,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000143,ACC000143,2026-02-01T08:39:35,2342.18,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000144,ACC000243,2026-01-28T01:55:58,436.35,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000145,ACC000336,2026-06-19T03:59:20,1000.81,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000146,ACC000277,2026-02-21T09:36:30,1123.08,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000147,ACC000215,2026-06-26T10:27:50,591.06,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000148,ACC000214,2026-06-25T12:09:31,1019.87,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000149,ACC000368,2026-01-12T17:59:17,1080.48,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000150,ACC000176,2026-01-25T08:39:20,1832.39,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000151,ACC000079,2026-05-02T08:13:08,310.26,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000152,ACC000265,2026-06-07T23:54:21,326.54,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000153,ACC000307,2026-03-19T10:51:32,435.44,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000154,ACC000321,2026-06-17T11:38:20,576.65,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000155,ACC000197,2026-03-15T22:31:36,757.34,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000156,ACC000173,2026-03-15T21:42:44,327.45,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000157,ACC000079,2026-02-14T21:42:46,346.04,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000158,ACC000208,2026-06-23T20:28:03,906.47,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000159,ACC000042,2026-04-12T11:29:16,367.82,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000160,ACC000063,2026-03-25T21:40:56,84.99,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000161,ACC000334,2026-05-29T04:16:39,2032.26,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000162,ACC000019,2026-01-20T11:00:07,1832.66,BANK_TRANSFER,PENDING,PAYMENTS_PLATFORM
PAY0000163,ACC000319,2026-01-16T19:07:06,1668.02,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000164,ACC000273,2026-05-16T05:14:44,262.32,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000165,ACC000333,2026-03-06T11:17:38,218.72,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000166,ACC000333,2026-04-30T18:21:01,461.06,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000167,ACC000277,2026-01-21T13:29:37,522.8,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000168,ACC000352,2026-03-22T22:21:43,1550.09,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000169,ACC000328,2026-06-07T11:29:30,1209.95,BANK_TRANSFER,FAILED,PAYMENTS_PLATFORM
PAY0000170,ACC000076,2026-01-13T09:55:12,226.43,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000171,ACC000162,2026-02-09T15:04:56,2147.37,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000172,ACC000207,2026-06-13T21:50:18,968.41,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000173,ACC000102,2026-05-31T18:26:28,323.33,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000174,ACC000203,2026-05-15T12:26:29,1157.16,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000175,ACC000365,2026-03-28T17:07:05,561.21,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000176,ACC000109,2026-06-12T05:56:18,1229.92,BANK_TRANSFER,PENDING,PAYMENTS_PLATFORM
PAY0000177,ACC000293,2026-05-20T22:46:06,2363.64,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000178,ACC000145,2026-01-15T12:31:27,718.99,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000179,ACC000201,2026-02-18T21:08:01,2316.41,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000180,ACC000323,2026-02-23T13:08:18,795.49,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000181,ACC000110,2026-01-17T16:09:38,978.9,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000182,ACC000002,2026-03-27T09:08:26,2159.21,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000183,ACC000157,2026-03-16T04:35:09,1772.64,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000184,ACC000130,2026-05-13T10:15:06,1545.76,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000185,ACC000149,2026-03-09T14:58:11,1410.1,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000186,ACC000204,2026-01-13T16:07:12,57.64,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000187,ACC000169,2026-02-09T06:21:25,588.83,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000188,ACC000015,2026-03-16T11:09:29,1486.01,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000189,ACC000274,2026-07-08T04:02:04,2399.55,BANK_TRANSFER,PENDING,PAYMENTS_PLATFORM
PAY0000190,ACC000073,2026-01-13T18:33:26,886.37,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000191,ACC000064,2026-06-20T03:44:20,2231.77,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000192,ACC000203,2026-05-15T18:25:17,2273.18,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000193,ACC000330,2026-06-21T14:17:38,25.62,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000194,ACC000026,2026-06-13T06:05:04,1426.27,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000195,ACC000340,2026-05-23T18:16:36,829.8,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000196,ACC000269,2026-02-09T18:47:56,1948.1,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000197,ACC000072,2026-07-07T13:43:02,1416.06,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000198,ACC000072,2026-04-27T21:08:11,750.21,DEBIT_CARD,FAILED,PAYMENTS_PLATFORM
PAY0000199,ACC000143,2026-01-16T06:38:18,1141.33,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000200,ACC000120,2026-01-08T04:14:48,35.8,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000201,ACC000154,2026-06-03T12:44:15,387.57,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000202,ACC000006,2026-02-28T13:16:08,677.12,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000203,ACC000305,2026-05-15T23:25:21,785.65,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000204,ACC000177,2026-05-11T13:59:34,2378.35,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000205,ACC000245,2026-05-14T21:30:56,2298.51,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000206,ACC000369,2026-06-02T23:02:18,199.8,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000207,ACC000044,2026-04-20T09:23:56,599.11,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000208,ACC000123,2026-02-21T15:51:17,1090.08,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000209,ACC000046,2026-05-16T19:45:56,360.73,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000210,ACC000354,2026-05-02T13:54:48,1369.09,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000211,ACC000287,2026-06-17T11:01:45,1278.12,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000212,ACC000238,2026-02-20T15:30:51,353.82,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000213,ACC000166,2026-07-01T18:34:24,1902.88,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000214,ACC000019,2026-04-03T09:40:18,1968.94,DEBIT_CARD,PENDING,PAYMENTS_PLATFORM
PAY0000215,ACC000109,2026-02-25T04:22:32,1317.66,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000216,ACC000173,2026-05-04T06:29:14,1648.93,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000217,ACC000106,2026-02-14T16:24:00,98.0,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000218,ACC000157,2026-01-07T06:09:08,1224.33,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000219,ACC000053,2026-02-18T09:06:09,355.09,ACH,FAILED,PAYMENTS_PLATFORM
PAY0000220,ACC000185,2026-05-20T21:34:34,1586.49,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000221,ACC000262,2026-06-10T00:33:26,654.27,BANK_TRANSFER,COMPLETED,PAYMENTS_PLATFORM
PAY0000222,ACC000241,2026-01-29T08:54:30,963.98,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000223,ACC000108,2026-03-24T22:45:45,1344.08,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000224,ACC000296,2026-03-29T05:19:46,922.91,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000225,ACC000005,2026-02-27T03:28:30,2326.07,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000226,ACC000093,2026-05-08T22:01:19,611.48,DEBIT_CARD,COMPLETED,PAYMENTS_PLATFORM
PAY0000227,ACC000315,2026-04-18T11:43:53,956.27,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000228,ACC000262,2026-05-10T20:04:07,842.68,ACH,COMPLETED,PAYMENTS_PLATFORM
PAY0000229,ACC000063,2026-01-19T11:39:26,974.0,ACH,COMPLETED,PAYMENTS_PLATFORM
